account_id,last_month_balance,city,gender,job,month,active_income,passive_income
be0d0c9e7h,7000,Palopo,female,Cruise line worker,5,4560000,0
be1g1d8j9a,14000,Central Jakarta,male,Physical therapists,5,10260000,0
be2c5d5g0g,19000,Gorontalo,female,Commercial divers,5,1520000,0
be3g9c1j1a,1000,Samarinda,female,Web developer/designer,5,1900000,0
be4f0g4c0h,98000,Manado,male,Commercial divers,5,1520000,0
bf0f6h7d0g,268000,Sawahlunto,female,Occupational therapy assistants/aids,5,11400000,0
bf2e1d2i5i,8000,Lhokseumawe,female,Barista,5,3040000,0
bf2f4g0d1f,8000,South Tangerang,male,Lead developer,5,5700000,0
bf4b7a0j4f,3000,West Jakarta,female,Analytics Manager,5,4940000,0
bf4g9a9g7c,34000,Pematangsiantar,male,Writer/editor,5,1520000,0
bf7d8a9c7b,8000,Prabumulih,female,Sales representative,5,1900000,0
bg3a1c8d6b,23000,Batu,male,Tech support specialist,5,2660000,0
bg5c4b2c2c,6000,Sungai Penuh,male,Sales representative,5,1900000,0
bg8c9c8b6b,14000,Semarang,male,Retail sales,5,1900000,0
bh1h2i8e9b,10000,Cimahi,male,Recruiter,5,7980000,0
bh6b8i3d5a,1227000,Probolinggo,female,Stock clerk,5,1900000,0
bh8j3f9d7j,2000,Cimahi,male,QA Manager,5,8740000,0
bi1d2e6d0a,2000,Banda Aceh,female,Lead developer,5,5700000,0
bi2h3c7f6d,9000,Tual,female,Auditor,5,4180000,0
bi9a6j6e9d,687000,Padang,male,Translator,5,2660000,0
bj0h2j9a6b,6000,Tasikmalaya,female,Physical therapist assistants/aides,5,11400000,0
bj0h4e8f4d,2000,Bima,male,QA Manager,5,8740000,0
bj1a8d0c4h,12000,Banda Aceh,male,Mobile Developer,5,5320000,0
bj3i1j6f4e,6000,Denpasar,female,Recruiter,5,7980000,0
bj4g7a1f5h,354000,South Jakarta,female,Travel agent,5,2660000,0
bj6e4a9b7g,3000,Tangerang,female,Data Scientist,5,14060000,0
ca1f9b0h5c,5000,Surabaya,male,Translator,5,2660000,0
cb0f3j1e4i,5000,Probolinggo,male,Truck driver,5,7220000,0
cb1d4f0c9f,4151000,North Jakarta,male,Flight attendant,5,2280000,0
cb3g8j6i8d,2000,Magelang,male,Travel agent,5,2660000,0
cb5c0h7j8d,4000,Medan,female,Flight attendant,5,2280000,0
cc3d1d7e3h,38000,Batam,female,Mobile Developer,5,5320000,0
cc4f0e3d2g,14000,Surakarta,female,Tech support specialist,5,2660000,0
cc9g2g6g2e,2000,South Jakarta,male,Writer/editor,5,1520000,0
cd7g9c1b1a,6000,Magelang,female,Au pair,5,6840000,0
cf0e3f1g5b,15000,Cilegon,female,Research assistant,5,5320000,0
cf4j2i8i5f,8000,Magelang,female,Au pair,5,6840000,0
cf6g1j3d9i,11000,Bontang,male,Host/hostess (restaurant),5,1900000,0
cf7g1b4g4b,23000,South Tangerang,male,Lead developer,5,5700000,0
cf7i5h3h0c,74000,Mataram,female,Lead developer,5,5700000,0
cf8c7c7a6c,54000,Palembang,male,Chief technology officer,5,5320000,0
cg2d3f2g2h,35000,Langsa,female,Railroad worker,5,2660000,0
cg4i8b8f9d,6000,Tegal,female,Translator,5,2660000,0
cg4j3h3b0g,2732000,Bitung,male,Flight attendant,5,2280000,0
cg6a3a9c3j,817000,Baubau,female,Flight attendant,5,2280000,0
cg7d1g5e4f,19000,Ternate,male,Nurse practitioners,5,11400000,0
ch3g6d1g6c,3000,Pontianak,female,Ambulance drivers/attendants,5,3800000,0
ch4a0g8g7i,113000,Subulussalam,male,Physician assistants,5,7980000,0
ch4a5e4i7d,3000,Tual,female,Host/hostess (restaurant),5,1900000,0
ch6g4a8j1g,12000,Ternate,male,Traveling nurse,5,6080000,0
ch7d6d1a1g,9000,Blitar,male,Web developer/designer,5,1900000,0
ci1j5a7c0f,8000,Salatiga,male,Truck driver,5,7220000,0
ci5c9f7d4c,305000,Sorong,male,Web developer/designer,5,1900000,0
ci5j0a8d2h,3000,Ternate,female,Au pair,5,6840000,0
ci6e9j2e1g,9000,Cirebon,male,Travel agent,5,2660000,0
cj3f9e2i1b,1000,Medan,male,Truck driver,5,7220000,0
cj4b7c8d6a,119000,Batu,female,Project Manager,5,8740000,0
cj9b0h2b9j,8000,Sabang,male,Physician assistants,5,7980000,0
da1a7b8c2b,11000,Pariaman,male,Writer/editor,5,1520000,0
da6d7g6f2e,4000,Tangerang,female,Statisticians,5,11020000,0
da7b9d6d9d,19000,North Jakarta,male,Analytics Manager,5,4940000,0
da9e1d0c1d,58000,Tangerang,female,Retail sales,5,1900000,0
db0f0h0f4a,1000,Tebing Tinggi,male,Research assistant,5,5320000,0
db0j9b5e7i,49000,Dumai,female,Lead developer,5,5700000,0
db2b8c8i0c,66000,Kotamobagu,male,Physician assistants,5,7980000,0
db2c0h8f6g,407000,Kediri,female,Home health aids,5,1520000,0
db8c9f8j3g,3000,Bogor,female,Auditor,5,4180000,0
db8e7g7h7g,11000,Pasuruan,male,Mobile Developer,5,5320000,0
db8i5d3g5a,2000,East Jakarta,female,Host/hostess (restaurant),5,1900000,0
db9g8h1a3e,17852489000,Batu,female,Android developer,5,4940000,0
dc4j7g4i4a,109000,Ternate,female,Software Engineer,5,4940000,0
dc6c0d1f7g,4000,Banda Aceh,female,Web developer/designer,5,1900000,0
dc7h4b4g6c,178000,Banjarmasin,female,Auditor,5,4180000,0
dd0a4f7f9c,41000,Tangerang,male,Au pair,5,6840000,0
dd0f1j3g0d,207000,Madiun,female,QA Manager,5,8740000,0
dd4j3g1f7j,30000,Surabaya,female,Stock clerk,5,1900000,0
df3f1d1a2i,57000,East Jakarta,male,Ambulance drivers/attendants,5,3800000,0
df4d2g5b0c,27000,Prabumulih,female,Flight attendant,5,2280000,0
df4i0j8a5b,29000,Tanjung Pinang,female,Senior java developer,5,10260000,0
df9f2i1g1g,4000,Central Jakarta,male,Writer/editor,5,1520000,0
dg0j2i5e0b,20000,Manado,male,Writer/editor,5,1520000,0
dg2c2i2c7h,1605000,Singkawang,female,Full stack developer,5,5700000,0
dg2i3f4e6c,6000,Kediri,female,Tech support specialist,5,2660000,0
dg3c9a0e3a,96000,Padang Panjang,male,Ambulance drivers/attendants,5,3800000,0
dg5c8f3c4f,214000,Tebing Tinggi,female,Physician assistants,5,7980000,0
dg5g6c2g6d,10000,Tarakan,male,Lead engineer,5,5700000,0
dg5h3e7f9f,485428000,Padang,male,Chief operating officer,5,5320000,0
dg8i7b0a5c,3890000,Sukabumi,male,Physician assistants,5,7980000,0
dg9f4b5f6c,3761975000,Palembang,female,Office clerk,5,2280000,0
dh2a7c5e0d,9000,Tarakan,female,Sales representative,5,1900000,0
dh3a3e4h1f,3000,Subulussalam,male,Travel agent,5,2660000,0
dh3e5f0a4a,2000,Sukabumi,female,Railroad worker,5,2660000,0
dh3i4f0d3h,7000,Salatiga,female,Lead engineer,5,5700000,0
dh7e4d7g5a,181000,Balikpapan,male,Android developer,5,4940000,0
di3f2b7j5f,42000,Tarakan,male,Traveling nurse,5,6080000,0
di6h8e1h8e,66000,Surakarta,male,Software Engineer,5,4940000,0
dj0i1a1g7c,3000,Banjar,female,Railroad worker,5,2660000,0
dj1f3c3g9f,3000,Tomohon,male,Travel agent,5,2660000,0
dj1h0b3e0h,6000,Cilegon,female,Camp counselor,5,3040000,0
dj4d9g2h2a,6000,Subulussalam,male,Senior java developer,5,10260000,0
dj9f4e9d0d,7000,Baubau,male,Web developer/designer,5,1900000,0
ea0e0d0a5f,19000,Mataram,male,Franchise owner,5,3420000,0
ea1h3j9i9d,42000,Bandung,female,Host/hostess (restaurant),5,1900000,0
ea2a8j1f8h,50000,Kupang,male,Nurse practitioners,5,11400000,0
ea4d2f5g6i,3395000,Batam,female,Retail buyer,5,2660000,0
ea4d9h2i1c,7000,Banjarmasin,male,Wind turbine service technicians,5,8360000,0
ea9a3j7i4j,2903000,Mataram,female,Retail buyer,5,2660000,0
eb1a0a2j2h,4000,Bukittinggi,male,Writer/editor,5,1520000,0
eb3a8g7j3c,1000,Samarinda,male,Android developer,5,4940000,0
eb3j0c3a6f,12000,Sukabumi,female,Research assistant,5,5320000,0
eb6g4f1a3e,7000,Baubau,female,Physician assistants,5,7980000,0
eb9c0d9h2a,2764000,Probolinggo,male,Virtual assistant,5,3420000,0
eb9d9b3g7i,24000,Gorontalo,female,English as a second language (ESL) teacher,5,2660000,0
eb9g8c1a5f,15000,Subulussalam,male,Nurse practitioners,5,11400000,0
eb9h2f8a4e,31000,Prabumulih,female,Au pair,5,6840000,0
ec0i3b5j8a,1415000,Probolinggo,female,Chief technology officer,5,5320000,0
ec1f8j1a9b,1427000,Central Jakarta,female,Commercial divers,5,1520000,0
ec3i2i1j4d,21000,Surabaya,female,Retail buyer,5,2660000,0
ec3j9c3e0i,13000,Payakumbuh,female,Auditor,5,4180000,0
ec4c4i4d8g,17000,Lubuklinggau,male,Recruiter,5,7980000,0
ec6j6d3c5d,9000,Tomohon,female,Analytics Manager,5,4940000,0
ed7f8c0f8b,50000,Tanjungbalai,female,Physical therapists,5,10260000,0
ed9b9i3i3h,8000,Bogor,male,Physical therapist assistants/aides,5,11400000,0
ee1i7c4g5c,12000,Depok,female,Au pair,5,6840000,0
ee4e7b4f2c,8000,Bandung,male,Cruise line worker,5,4560000,0
ee6d3i8j6j,19000,Kotamobagu,male,Physical therapists,5,10260000,0
ef1h6f7a7e,15000,Palu,male,Host/hostess (restaurant),5,1900000,0
ef2d8h1g4a,5000,South Tangerang,male,Project Manager,5,8740000,0
ef2i6f8i9d,3000,Ternate,male,QA Manager,5,8740000,0
ef7b1b5a9e,3000,Pontianak,male,Truck driver,5,7220000,0
eg1d4i9c8f,7000,Lhokseumawe,male,Software QA engineer,5,7980000,0
eg3g0e2c3a,3000,Mataram,female,Recruiter,5,7980000,0
eg8a4c5a4a,8000,Singkawang,male,Host/hostess (restaurant),5,1900000,0
eg8j1b9f4j,4000,East Jakarta,male,Occupational therapy assistants/aids,5,11400000,0
eh0e9d8e0e,2000,Kotamobagu,female,Senior java developer,5,10260000,0
eh3e9j5c3e,3000,Padang Sidempuan,male,Retail sales,5,1900000,0
eh4d3c6c6i,5000,Bandung,female,Tech support specialist,5,2660000,0
eh6f4h7c2f,14000,Palu,male,UX Designer,5,7600000,0
eh6j9c3j4f,20000,Semarang,male,Stock clerk,5,1900000,0
eh9f7a3c2d,2000,Bekasi,male,Sales representative,5,1900000,0
ei0h3i4d5h,6000,Gunungsitoli,male,Truck driver,5,7220000,0
ei3i0a1g6f,3000,Tanjung Pinang,male,Mobile Developer,5,5320000,0
ei4a5c9h8a,30000,Tual,female,Traveling nurse,5,6080000,0
ei8a5c0g2b,183000,Pematangsiantar,female,Software Engineer,5,4940000,0
ei9i3e8h5c,1000,Pasuruan,male,Flight attendant,5,2280000,0
ej2a9j4a6c,5000,Tarakan,male,Traveling nurse,5,6080000,0
ej7g6b0e8h,17000,Palopo,male,Retail buyer,5,2660000,0
ej9j3e7c8b,39000,Dumai,female,English as a second language (ESL) teacher,5,2660000,0
fa2c6a8e9h,55000,Kediri,female,Au pair,5,6840000,0
fa5e9j8h1j,17000,Depok,male,Warehouse worker,5,1520000,0
fb0d5i0g6e,667000,Magelang,male,Lead developer,5,5700000,0
fb1b5h3c8e,12000,Bontang,female,Software Engineer,5,4940000,0
fb3d9g4b1f,8000,Blitar,female,Virtual assistant,5,3420000,0
fb8c2d2j0a,6000,Tanjung Pinang,female,Sales representative,5,1900000,0
fc2e1g4h3b,14000,Cilegon,female,Physical therapists,5,10260000,0
fc3c8b1a7i,30000,Pasuruan,male,Teacher/tutor,5,5320000,0
fc5c7h7j1d,45000,Tebing Tinggi,male,Travel agent,5,2660000,0
fc5g0g2b4f,2990000,Pematangsiantar,female,Web developer/designer,5,1900000,0
fc5i4c7e1f,12000,Dumai,female,Sales representative,5,1900000,0
fc9e6i6b0b,5000,Cirebon,male,Software Architect,5,4940000,0
fc9h2g6c2f,12000,Sibolga,female,UX Designer,5,7600000,0
fd1i2e1f1b,51136000,Surakarta,female,Cashier,5,2280000,0
fd2d3f1h0i,393000,Tual,male,Barista,5,3040000,0
fd4a0e5c6e,5000,Batam,female,Analytics Manager,5,4940000,0
fd4e7h3d4g,281000,Denpasar,male,Office clerk,5,2280000,0
fe2g4j1b4f,3000,Blitar,male,Android developer,5,4940000,0
fe4f3b9j2e,103000,Banjarmasin,male,Full stack developer,5,5700000,0
fe4f6g8h2i,16000,Banjar,female,Web developer/designer,5,1900000,0
fe5a9i1g3j,8000,Sukabumi,female,Statisticians,5,11020000,0
fe5i8i7h0h,252000,Lubuklinggau,female,Waiter/waitress,5,2280000,0
fe7j9c8f4c,2924000,Palopo,male,Commercial divers,5,1520000,0
ff2f3c7f1g,4000,East Jakarta,male,Wind turbine service technicians,5,8360000,0
ff5a2d5a0b,39000,Pangkal Pinang,female,Retail sales,5,1900000,0
ff5b0h4b5g,3000,Mataram,female,Flight attendant,5,2280000,0
ff5h7f7b5f,6000,Pematangsiantar,male,Auditor,5,4180000,0
ff5i2d5h6a,4000,Kediri,female,English as a second language (ESL) teacher,5,2660000,0
fg5c6e0f6g,36000,Mataram,male,Physician assistants,5,7980000,0
fg6a3c2d3f,0,Samarinda,male,Teacher/tutor,5,5320000,0
fg9b5h0e6c,130000,Pematangsiantar,male,Warehouse worker,5,1520000,0
fg9d7a5h3b,11000,Yogyakarta,male,Flight attendant,5,2280000,0
fh5c8d9j3d,11000,Depok,female,Physical therapists,5,10260000,0
fh6d0a6h3i,7000,Palembang,male,Virtual assistant,5,3420000,0
fh7e0g1f1g,2221000,Batam,female,Lead engineer,5,5700000,0
fh8i6c4a5j,28000,Probolinggo,male,Senior java developer,5,10260000,0
fh9b8i2a2b,18000,Tangerang,female,English as a second language (ESL) teacher,5,2660000,0
fi2f5c0d9c,7000,Tebing Tinggi,male,Barista,5,3040000,0
fi3b7d7c6c,14000,Sorong,female,Traveling nurse,5,6080000,0
fi4j1j7c3h,65753000,North Jakarta,male,Software QA engineer,5,7980000,0
fi5c3c6i9d,2000,Gorontalo,male,Medical transcriptionist,5,2660000,0
fi8d4h7j3f,7000,Kediri,male,Data Scientist,5,14060000,0
fj2e5h0f1i,5000,Tanjung Pinang,female,Tech support specialist,5,2660000,0
fj5f5j2f4a,27000,Probolinggo,male,Senior java developer,5,10260000,0
fj6h1h6c6a,30000,Sukabumi,male,Occupational therapy assistants/aids,5,11400000,0
ga1c3c9e9j,20000,Batam,male,Full stack developer,5,5700000,0
ga7h7d6a9c,5000,Payakumbuh,female,Physician assistants,5,7980000,0
gb2f3e6b8d,4000,Sukabumi,male,Software QA engineer,5,7980000,0
gb3i0e7b5h,26000,Solok,male,Statisticians,5,11020000,0
gb5c6h7d7h,14000,Central Jakarta,male,Warehouse worker,5,1520000,0
gb7h0c3c0c,30000,Pariaman,female,Call center representative,5,5320000,0
gb8i9c2j0f,2000,Tidore,male,Full stack developer,5,5700000,0
gb9a2h3d5i,61000,Palangka Raya,female,Chief operating officer,5,5320000,0
gc4g4i4d7h,12000,South Jakarta,female,UX Designer,5,7600000,0
gc6i6d6i0h,963000,Cimahi,male,Barista,5,3040000,0
gc7i9d9i5h,8000,Samarinda,male,Physical therapist assistants/aides,5,11400000,0
gd0b9b6i7a,69000,Pekanbaru,female,Tech support specialist,5,2660000,0
gd0i4a4i3b,867000,Palopo,male,Au pair,5,6840000,0
gd4b1b4i1j,207000,Payakumbuh,male,Retail buyer,5,2660000,0
gd5a4e8d4d,9000,Makassar,male,Franchise owner,5,3420000,0
gd6e6c1e1i,22000,Langsa,male,Software QA engineer,5,7980000,0
gd7j0e5b4i,2000,Bitung,male,Waiter/waitress,5,2280000,0
ge0d2c9i1b,4000,Cimahi,female,Statisticians,5,11020000,0
ge2f9j9i1d,13000,Sungai Penuh,male,Call center representative,5,5320000,0
ge3i8h8c6c,7000,Banjar,male,Camp counselor,5,3040000,0
ge3i9e7b8d,4000,Palu,male,Senior java developer,5,10260000,0
ge4f7f0c1g,14915000,Samarinda,female,Travel agent,5,2660000,0
ge7i8h5j4c,367000,Depok,male,Host/hostess (restaurant),5,1900000,0
ge8c9i2h3c,69000,Lubuklinggau,female,Wind turbine service technicians,5,8360000,0
gf0c2d7i3j,5000,Bengkulu,female,Software Architect,5,4940000,0
gf7b2e5d0b,28000,Magelang,female,Sales representative,5,1900000,0
gf8i8d5i2d,0,Jambi,female,Virtual assistant,5,3420000,0
gg4c9i4e3d,11000,Subulussalam,male,Camp counselor,5,3040000,0
gg5a4f7d1g,20000,Bengkulu,male,Cruise line worker,5,4560000,0
gg7i5i8b4h,20000,Depok,female,QA Manager,5,8740000,0
gg8f9a8i4j,3000,Payakumbuh,female,Chief operating officer,5,5320000,0
gg9d6g0g1h,262000,Tanjung Pinang,female,Warehouse worker,5,1520000,0
gh8j0h1c4a,9000,Pematangsiantar,female,Truck driver,5,7220000,0
gi6a3b3b5j,242000,Semarang,female,Virtual assistant,5,3420000,0
gi8j2d8i3g,9620000,Blitar,female,Full stack developer,5,5700000,0
gj0d0f7h7g,556000,Samarinda,male,Occupational therapy assistants/aids,5,11400000,0
gj3b4a4b0h,47000,Padang Sidempuan,male,Software Engineer,5,4940000,0
gj6d9g9e4c,12000,Payakumbuh,male,Software Engineer,5,4940000,0
ha1j0h1f3j,8000,Bandung,female,Waiter/waitress,5,2280000,0
ha6f1h8b9j,94000,Sukabumi,male,Translator,5,2660000,0
ha7a2a7i4h,8000,West Jakarta,female,Data Scientist,5,14060000,0
hb0g2g2g8h,74000,Solok,male,Au pair,5,6840000,0
hb2b1c2e7e,143000,Bitung,female,Franchise owner,5,3420000,0
hb3j9a5i6b,57052000,South Tangerang,male,Research assistant,5,5320000,0
hb6d0h7h1g,6000,Yogyakarta,male,Medical transcriptionist,5,2660000,0
hb7g9d9d3g,1000,Solok,female,Android developer,5,4940000,0
hb8a4a1a5c,7000,Bontang,male,Nurse practitioners,5,11400000,0
hc2e6c6j4b,24000,Payakumbuh,female,Virtual assistant,5,3420000,0
hc5b2f9i5g,1000,Lhokseumawe,female,Occupational therapy assistants/aids,5,11400000,0
hc5i6c7b8d,464000,Batu,male,Software Engineer,5,4940000,0
hc6c1f2a1j,4000,Parepare,female,Call center representative,5,5320000,0
hc6e5j2h0g,73000,Tegal,female,Tech support specialist,5,2660000,0
hc7e8f5g6b,18000,Blitar,male,Software Architect,5,4940000,0
hc8a6c8i9g,21000,Dumai,female,Software QA engineer,5,7980000,0
hc9b0b7b0d,37000,Ambon,male,Android developer,5,4940000,0
hc9c7g6b8g,3000,Batu,female,English as a second language (ESL) teacher,5,2660000,0
hd0f5d7c8i,19000,Padang Panjang,male,Virtual assistant,5,3420000,0
hd5d7b9j7h,112000,Bukittinggi,female,Nurse practitioners,5,11400000,0
he1d1e6d3e,16000,Madiun,female,Retail buyer,5,2660000,0
he4e6h4c0f,4000,Lubuklinggau,male,Lead engineer,5,5700000,0
he5d1j4i3e,40000,Baubau,female,Call center representative,5,5320000,0
he8f9i1c0a,25000,Kupang,female,Statisticians,5,11020000,0
hf1a3h7j7c,6000,Tanjungbalai,male,Cruise line worker,5,4560000,0
hf4b0h1f9i,11000,Yogyakarta,male,Truck driver,5,7220000,0
hf6j6a6a2a,5000,Ternate,female,Lead developer,5,5700000,0
hf9d6c7c7e,48000,Pontianak,female,Wind turbine service technicians,5,8360000,0
hf9e1j5g6a,23000,Bukittinggi,male,Call center representative,5,5320000,0
hf9g5a6j5j,8000,Palembang,female,Mobile Developer,5,5320000,0
hh0c7a5c9f,40000,Kupang,male,Recruiter,5,7980000,0
hh1i6d3d2b,35000,Tidore,male,Waiter/waitress,5,2280000,0
hh5a7i2e9h,996000,Semarang,female,Data Scientist,5,14060000,0
hi2a0j2d8d,24000,Madiun,female,Sales representative,5,1900000,0
hi6c7d3h7c,149000,Pariaman,female,Home health aids,5,1520000,0
hi7b1b8e2h,17000,Pariaman,male,Railroad worker,5,2660000,0
hi7b3a7f3j,801000,Bogor,female,Chief technology officer,5,5320000,0
hi8b4h7c2j,128000,Tegal,male,Warehouse worker,5,1520000,0
hj0f8d1d6c,8000,Gunungsitoli,male,Analytics Manager,5,4940000,0
hj0g9g7h5j,44000,Banjar,female,Occupational therapy assistants/aids,5,11400000,0
hj3f1d0h0c,43000,Prabumulih,female,Warehouse worker,5,1520000,0
hj6i9a4h4g,17000,Bengkulu,female,Occupational therapy assistants/aids,5,11400000,0
hj7e0j0g4f,115000,Solok,female,Recruiter,5,7980000,0
hj8e9f2e3h,7000,Malang,female,Office clerk,5,2280000,0
ia1j5d0g6d,136000,Pasuruan,male,Full stack developer,5,5700000,0
ia2c3c2g8i,25000,Pangkal Pinang,male,Software Engineer,5,4940000,0
ia4e8h9d6d,15000,Pontianak,male,Recruiter,5,7980000,0
ia5e2i9e9a,18000,Tegal,male,Software Architect,5,4940000,0
ia7a0a4g4g,38000,Salatiga,female,Cashier,5,2280000,0
ia9e4j6a9j,4000,Padang Panjang,female,Chief operating officer,5,5320000,0
ib0e1j6f8f,10000,Padang,female,Physical therapists,5,10260000,0
ib0f4h8h4c,163000,Padang,female,Truck driver,5,7220000,0
ib1h5d3d9e,68000,Pariaman,male,Lead developer,5,5700000,0
ib7g8a9c0e,68000,Tanjungbalai,female,Chief operating officer,5,5320000,0
ib8d3f5e7h,37000,Lhokseumawe,male,UX Designer,5,7600000,0
ic0c5c4a4h,30000,Parepare,female,Call center representative,5,5320000,0
id0a2d7f2c,33000,Pangkal Pinang,male,Statisticians,5,11020000,0
id0a8a7g7d,319000,Sawahlunto,male,Medical transcriptionist,5,2660000,0
id1j0i1i7e,21184000,Pekalongan,female,Software Architect,5,4940000,0
id4f5a4h1g,18000,Cirebon,male,UX Designer,5,7600000,0
id4j0b2h6g,37000,Tomohon,male,Retail buyer,5,2660000,0
id7g9i0f5i,3000,Binjai,male,Retail sales,5,1900000,0
ie6d0a7i5e,37000,Bontang,male,Call center representative,5,5320000,0
ie7g5e0b8h,7000,Malang,male,Commercial divers,5,1520000,0
if3b2c8f8h,35000,Singkawang,male,Medical transcriptionist,5,2660000,0
if3j1b9g5c,66000,Sorong,female,QA Manager,5,8740000,0
if5a3e8j2j,98000,Bontang,male,QA Manager,5,8740000,0
ig4g0d5h4h,4000,Payakumbuh,male,Recruiter,5,7980000,0
ig5c8a5h9a,11000,Madiun,male,Retail buyer,5,2660000,0
ig7f6d5e2b,349000,Tual,male,QA Manager,5,8740000,0
ig7g1b4f9d,76000,Salatiga,female,Sales representative,5,1900000,0
ih1g1j4e3b,188000,Banjarmasin,female,Retail sales,5,1900000,0
ih2e6a1b0c,68000,North Jakarta,male,Chief technology officer,5,5320000,0
ih3b5h3a2g,25000,North Jakarta,female,Project Manager,5,8740000,0
ih4i8e8a0g,204078000,Bengkulu,female,Full stack developer,5,5700000,0
ih5d0b7d1b,383000,Pematangsiantar,female,Lead developer,5,5700000,0
ih6d6d4h1c,596000,Lhokseumawe,female,Teacher/tutor,5,5320000,0
ih7i1e5i5c,8000,Sungai Penuh,female,Truck driver,5,7220000,0
ii3g9d1i8b,4000,Pangkal Pinang,female,Software Architect,5,4940000,0
ii5d4f8e1j,11000,Bandar Lampung,female,Cruise line worker,5,4560000,0
ij0e9h6c3i,26000,Lhokseumawe,female,Senior java developer,5,10260000,0
ij0f5a7i0d,3066000,North Jakarta,male,Occupational therapy assistants/aids,5,11400000,0
ij0h1f2g9d,26000,Kupang,female,Lead developer,5,5700000,0
